date,reason,detail,iv_rmse,n_maturities,n_strikes,n_cells
2013-10-15,pegged,calibration rejected (boundary-pegged),0.012890414965548986,10.0,116.0,405.0
2013-10-16,pegged,calibration rejected (boundary-pegged),0.00902684237841998,11.0,128.0,476.0
2013-10-17,pegged,calibration rejected (boundary-pegged),0.009069093270885939,12.0,125.0,567.0
2013-10-18,pegged,calibration rejected (boundary-pegged),0.0073280870275311,11.0,127.0,509.0
2013-10-21,pegged,calibration rejected (boundary-pegged),0.012672888551542855,11.0,95.0,375.0
2013-10-22,pegged,calibration rejected (boundary-pegged),0.010470772309922879,13.0,111.0,480.0
2013-10-23,pegged,calibration rejected (boundary-pegged),0.011697777471669614,12.0,116.0,416.0
2013-10-24,pegged,calibration rejected (boundary-pegged),0.013069995853095354,13.0,120.0,439.0
2013-10-25,pegged,calibration rejected (boundary-pegged),0.008083110882679486,13.0,115.0,405.0
2013-10-28,pegged,calibration rejected (boundary-pegged),0.00818845223577843,12.0,117.0,429.0
2013-10-29,pegged,calibration rejected (boundary-pegged),0.008647923278514822,12.0,110.0,419.0
2013-10-30,pegged,calibration rejected (boundary-pegged),0.009313744727857681,12.0,142.0,512.0
2013-10-31,pegged,calibration rejected (boundary-pegged),0.012835993593068277,13.0,135.0,536.0
2013-11-01,pegged,calibration rejected (boundary-pegged),0.011089575792863472,12.0,122.0,522.0
2013-11-04,pegged,calibration rejected (boundary-pegged),0.011263027374639084,10.0,98.0,346.0
2013-11-05,pegged,calibration rejected (boundary-pegged),0.01059394319034361,12.0,126.0,445.0
2013-11-06,pegged,calibration rejected (boundary-pegged),0.01065071686940101,12.0,115.0,415.0
2013-11-07,pegged,calibration rejected (boundary-pegged),0.012274393099634056,13.0,141.0,583.0
2013-11-11,pegged,calibration rejected (boundary-pegged),0.010404972203199359,10.0,111.0,343.0
2013-11-12,pegged,calibration rejected (boundary-pegged),0.008287234017525987,11.0,119.0,435.0
2013-11-13,pegged,calibration rejected (boundary-pegged),0.010947099172155927,13.0,141.0,542.0
2013-11-14,pegged,calibration rejected (boundary-pegged),0.009506883958509472,12.0,129.0,540.0
2013-11-15,pegged,calibration rejected (boundary-pegged),0.010340481559718973,12.0,120.0,462.0
2013-11-18,pegged,calibration rejected (boundary-pegged),0.011563979246685698,13.0,128.0,503.0
2013-11-19,pegged,calibration rejected (boundary-pegged),0.014621417040749797,12.0,118.0,471.0
2013-11-20,pegged,calibration rejected (boundary-pegged),0.017384347684504843,11.0,129.0,497.0
2013-11-21,pegged,calibration rejected (boundary-pegged),0.01663101054374545,12.0,118.0,458.0
2013-11-22,pegged,calibration rejected (boundary-pegged),0.013173478406252976,11.0,123.0,425.0
2013-11-25,pegged,calibration rejected (boundary-pegged),0.013816651486117857,12.0,123.0,451.0
2013-11-26,pegged,calibration rejected (boundary-pegged),0.01711885335933202,12.0,102.0,373.0
2013-11-27,pegged,calibration rejected (boundary-pegged),0.013959858458768695,12.0,119.0,391.0
2013-11-29,pegged,calibration rejected (boundary-pegged),0.00961709200514203,11.0,115.0,359.0
2013-12-02,pegged,calibration rejected (boundary-pegged),0.010797484905284125,11.0,109.0,396.0
2013-12-03,pegged,calibration rejected (boundary-pegged),0.009752925934846926,11.0,113.0,447.0
2013-12-04,pegged,calibration rejected (boundary-pegged),0.011140274866467726,13.0,129.0,533.0
2013-12-05,pegged,calibration rejected (boundary-pegged),0.012734517095154975,14.0,123.0,474.0
2013-12-06,pegged,calibration rejected (boundary-pegged),0.014396159088384252,12.0,127.0,478.0
2013-12-09,pegged,calibration rejected (boundary-pegged),0.017576035628257745,12.0,114.0,358.0
2013-12-10,pegged,calibration rejected (boundary-pegged),0.015563533743212824,12.0,100.0,357.0
2013-12-11,pegged,calibration rejected (boundary-pegged),0.01203585273456574,13.0,137.0,529.0
2013-12-12,pegged,calibration rejected (boundary-pegged),0.012582792825512536,13.0,121.0,498.0
2013-12-13,pegged,calibration rejected (boundary-pegged),0.012411226979363872,11.0,114.0,409.0
2013-12-16,pegged,calibration rejected (boundary-pegged),0.013261498139999535,10.0,115.0,391.0
2013-12-17,pegged,calibration rejected (boundary-pegged),0.010513659380306331,9.0,105.0,345.0
2013-12-18,pegged,calibration rejected (boundary-pegged),0.012925056687681166,14.0,128.0,475.0
2013-12-19,pegged,calibration rejected (boundary-pegged),0.017096229024218985,13.0,119.0,456.0
2013-12-20,pegged,calibration rejected (boundary-pegged),0.012009865619603613,11.0,124.0,419.0
2013-12-23,pegged,calibration rejected (boundary-pegged),0.011971405988254046,13.0,104.0,366.0
2013-12-24,iv_miss,calibration rejected (iv_rmse=0.0237 > 0.02),0.023715215583962616,12.0,100.0,314.0
2013-12-26,pegged,calibration rejected (boundary-pegged),0.013896339273253497,13.0,110.0,386.0
2013-12-27,iv_miss,calibration rejected (iv_rmse=0.0205 > 0.02),0.020534075786713818,12.0,95.0,327.0
2013-12-30,pegged,calibration rejected (boundary-pegged),0.011139672961731127,14.0,97.0,343.0
2013-12-31,pegged,calibration rejected (boundary-pegged),0.009660984264070341,13.0,106.0,384.0
2014-01-02,pegged,calibration rejected (boundary-pegged),0.008408003888125596,15.0,130.0,551.0
2014-01-03,pegged,calibration rejected (boundary-pegged),0.010214396790488548,15.0,118.0,490.0
2014-01-06,pegged,calibration rejected (boundary-pegged),0.009614921214054202,13.0,129.0,427.0
2014-01-07,pegged,calibration rejected (boundary-pegged),0.012647441593379272,14.0,119.0,406.0
2014-01-08,pegged,calibration rejected (boundary-pegged),0.014405431344904886,14.0,121.0,416.0
2014-01-09,pegged,calibration rejected (boundary-pegged),0.010067261218387255,13.0,121.0,474.0
2014-01-10,pegged,calibration rejected (boundary-pegged),0.009190589759346453,12.0,123.0,437.0
