date,spot_price,risk_free_rate,dividend_rate,theta,kappa,rho,eta,v0,lambda_,nu,delta,feller,iv_rmse,rmse,n_helpers,accepted,n_maturities,n_strikes,contracts_count,total_volume,spot_min,spot_max,spot_range_pct,high_move,calculation_date
2012-03-23,1394.4228,0.001726,0.019704,0.0506217960252203,1.641568131926831,-0.7941210230077629,0.5844592585664963,0.018626778308032596,0.04190529519574189,-0.49999996431099947,0.45761723266242105,-0.1753943706522946,0.0093105324300412,0.16909893254304953,295,True,9,113,295,190566,1386.94,1399.13,0.008789132911301234,False,2012-03-23 16:16:54.185
2012-03-26,1411.9232,0.001726,0.019406,0.13801418655048578,1.0931347131805833,-0.8786705289739936,1.972596735984678,0.007950468164618748,4.999754006636692,-0.010037709312752111,0.03752201708716676,-3.5894016863579723,0.008982653164807397,0.16203636696569013,343,True,10,108,343,309318,1397.11,1416.58,0.01393591055822374,False,2012-03-26 16:18:28.121
2012-03-27,1416.4239,0.0016239999999999998,0.019479,0.045887343536848396,1.0354805298936396,-0.7790832587852072,0.4257019862630495,0.01779753338895823,0.06550175152024637,-0.39413083417546535,0.3649481478214782,-0.08619127950641109,0.010238658623724523,0.17269109852003348,288,True,9,100,288,304449,1411.95,1419.12,0.005078083501540265,False,2012-03-27 16:19:44.962
2012-03-28,1406.8297,0.001675,0.019617,0.057719071521838056,0.7299109963269876,-0.8105400153525115,0.40400309570041987,0.020395044346850733,0.05817374735547334,-0.49999983156131345,0.4338660225049173,-0.07895893133237568,0.008432049531495137,0.1637641317344023,357,True,10,124,357,381107,1397.28,1413.65,0.011715618916752657,False,2012-03-28 16:18:31.403
2012-03-29,1396.2133,0.001675,0.019652,0.07574273938615071,2.1408368671359774,-0.8475686224037922,1.1068806353249132,0.024415797832704,0.10034026140736549,0.056081861345127056,0.08342355965837937,-0.9008790430657962,0.008745855413320937,0.1564853968286824,321,True,10,116,321,273890,1391.83,1405.39,0.009742569135598567,False,2012-03-29 16:17:43.631
2012-03-30,1407.9753,0.001675,0.019583,0.044957219752691624,1.4171929289773222,-0.7956755235118164,0.49797174374004954,0.018223569734695244,0.051273769220779745,-0.4999999246960362,0.42879573476340577,-0.12054974968351723,0.008255325672991183,0.14468639493461052,297,True,11,99,297,316028,1401.42,1410.89,0.006757431747798748,False,2012-03-30 16:15:17.881
2012-04-03,1413.0818,0.001675,0.019583,0.04178306083575883,1.4325428781302496,-0.7696644353632478,0.49349152321162326,0.019442375338904288,0.05649016555135658,-0.499576036711942,0.41091633240386477,-0.12382183102822958,0.008321144292079663,0.1578405890891707,340,True,11,111,340,283948,1404.62,1419.0,0.01023764434508978,False,2012-04-03 16:17:22.730
2012-04-04,1398.3913,0.001878,0.019792,0.1308501233313758,0.5116928169691635,-0.8983662924487493,0.7264929921131199,0.022145729640688807,0.4866053315865771,-0.06761814122133128,0.12307670429600322,-0.39388193117308545,0.013264463699294038,0.17065278361664107,320,True,10,104,320,312073,1394.09,1413.09,0.013628962262120847,False,2012-04-04 16:16:00.024
2012-04-05,1397.6031,0.001726,0.019818,0.08208496792281571,0.8497885417292761,-0.8600531550159238,0.6581928061457871,0.021627527873116115,0.21794213423602818,-0.12309286902991105,0.17526966994905122,-0.29370803968401776,0.011917468646128051,0.18740291470860979,269,True,9,100,269,266676,1392.96,1401.54,0.006159545141281919,False,2012-04-05 16:19:36.680
2012-04-09,1382.304,0.001573,0.020052,0.42211730945420833,0.1866752170389691,-0.896138941912777,0.9428198706434957,0.030417377840682863,1.7228523116515686,-0.004058283617000426,0.048981387718168165,-0.731311627763678,0.006841368516129978,0.11382049522021924,268,True,10,109,268,232259,1378.24,1397.45,0.013938065939168798,False,2012-04-09 16:16:51.950
2012-04-11,1371.091,0.001573,0.020405000000000003,0.0690469407056669,0.7849166052491324,-0.8362346516346079,0.5173668324004592,0.02916742300187695,0.09786463199648614,-0.36912390982094556,0.3405218952602229,-0.15927625866502448,0.008130894779293912,0.12857812629618812,246,True,9,99,246,279147,1358.98,1374.59,0.011486556093540656,False,2012-04-11 16:18:32.956
2012-04-10,1365.5753,0.001573,0.020405000000000003,0.38001818310679797,0.20468521488683702,-0.8738100137152784,0.840555870366947,0.03761678984303306,0.5313647028753444,-0.0003297440021822876,0.07111872574446233,-0.5509659642680952,0.010337479905197865,0.13055249830750648,385,True,9,130,385,394522,1357.46,1382.99,0.018807184005421806,False,2012-04-10 16:19:48.951
2012-04-12,1384.1083,0.001675,0.020005000000000002,0.056846582607884895,0.9271234246072227,-0.8555637836734107,0.45173655167416754,0.025054654707284584,0.08336283444069803,-0.45578119475836565,0.41890448426781696,-0.09865831542918857,0.0072325205672291604,0.11944738848636154,300,True,9,111,300,275685,1368.77,1388.07,0.014100250589945684,False,2012-04-12 16:19:21.762
2012-04-13,1376.815,0.0016239999999999998,0.020259999999999997,0.056358798697949596,1.0536926567640792,-0.8496438562700422,0.4857977114007574,0.026409466697859867,0.10547894895958831,-0.35201872232869114,0.331856230780884,-0.11722971173806468,0.007882977834056065,0.12855162550412647,253,True,9,97,253,167347,1369.91,1387.61,0.012920556824900675,False,2012-04-13 16:19:03.051
2012-04-16,1370.1254,0.0016239999999999998,0.02027,0.08076497627193514,1.0520347988817127,-0.8292170932884664,0.6718873560515194,0.031938784817117045,0.04990177524895324,-0.49999984941440945,0.4746088641396501,-0.281497488084038,0.005262958083803483,0.11543989891974293,261,True,7,100,261,219127,1365.38,1379.62,0.010429331028724453,False,2012-04-16 16:14:38.995
2012-04-17,1387.04,0.0016239999999999998,0.019962,0.1229996459958083,0.9670097886652324,-0.8925663035470627,0.8901582523524842,0.031231955061620284,0.21202790482608902,0.038875971850433164,0.07569221464579524,-0.5544979908706191,0.006257804919563091,0.10282170991413554,275,True,9,107,275,240730,1369.57,1392.76,0.01693232182363813,False,2012-04-17 16:15:52.314
2012-04-18,1387.5777,0.001573,0.020043000000000002,0.09993376450204419,1.5857666571284401,-0.8953274040714644,1.0070729943963497,0.03274858755367457,0.03614440276949149,0.19168794598917907,0.0010002513505964247,-0.6972527527050953,0.006813345089548628,0.12187550748120207,231,True,7,99,231,289100,1383.33,1390.78,0.005385555145916099,False,2012-04-18 16:19:19.500
2012-04-19,1380.2635,0.001573,0.020168,0.11964179738937651,1.0842171811307482,-0.8568143559037164,0.9621939866284838,0.03279515440877004,0.053950353846726105,0.08692672009860619,0.11625815426483727,-0.6663818832821629,0.0072811130704980714,0.11836086171152498,271,True,8,111,271,271492,1370.32,1390.33,0.014602428629808983,False,2012-04-19 16:16:12.247
2012-04-20,1383.9303,0.001573,0.020146,0.11802468200141353,1.1957122262716826,-0.8233237917465778,1.011676526331209,0.02774143561008615,0.035078439488409476,0.0835298616670274,0.12326462516810166,-0.7412422833877463,0.006342797661974192,0.11254574020199869,261,True,7,98,261,319344,1376.96,1387.4,0.007581919590982977,False,2012-04-20 16:17:30.753
2012-04-23,1363.399,0.001573,0.020321,0.10032738385102216,1.3811081040210533,-0.8621489463124987,0.9484926242871682,0.03721498029185376,0.057231384644396296,0.08201793636533324,0.11477751425368976,-0.6225123325434039,0.007765486541886634,0.12012042222945987,316,True,9,100,316,316719,1358.79,1378.53,0.014527631201289415,False,2012-04-23 16:16:58.883
2012-04-24,1372.3339,0.001675,0.020246,0.08829205634613348,0.8548525464108545,-0.8582723857546358,0.6091542385256697,0.028466147511045682,0.04281146971009178,-0.39486672759083213,0.4999771873763858,-0.22011550792310283,0.005763711329853633,0.10550831839997274,256,True,9,89,256,234561,1366.82,1375.51,0.006357823268609009,False,2012-04-24 16:15:17.972
2012-04-25,1388.2805,0.001675,0.019986999999999998,0.08661849279557936,1.609793790448938,-0.8400216790702933,0.9875938383850273,0.02642638497264425,0.054848160434241365,0.06747629526602145,0.11918992078922826,-0.6964657659353322,0.008724071205555224,0.15646695654025009,274,True,10,102,274,293138,1372.11,1391.29,0.013978471113831992,False,2012-04-25 16:19:58.797
2012-04-27,1401.5357,0.001675,0.019817,0.10839805159204413,0.5058574428099016,-0.8521836616969385,0.5723540669946758,0.021698615556653436,0.14917449412132808,-0.10124426389408801,0.19932067350608504,-0.21792125563749143,0.010247743808698345,0.16071581115309508,275,True,12,93,275,260465,1397.31,1406.64,0.006677115314425608,False,2012-04-27 16:18:46.261
